datetime,hour,day,month,day_of_year,season,is_monsoon,temperature_c,humidity_pct,wind_speed_mps,cloud_cover_pct,rainfall_mm,pressure_hpa,solar_radiation_wm2
2015-01-01 00:00:00,0,1,1,1,winter,0,21.76558111151145,83.53297139978726,3.7763970326554093,52.15458440493345,0.0,1011.845497068614,0.0
2015-01-01 01:00:00,1,1,1,1,winter,0,20.3223105568722,72.00941999063087,3.593057156144603,41.09603334302072,0.0,1011.1346087054054,7.85587953452727
2015-01-01 02:00:00,2,1,1,1,winter,0,22.97033503185169,65.04882005835326,2.610865141913728,54.69326284110084,1.828818455777434,1011.3588302180503,3.8277096145857294
2015-01-01 03:00:00,3,1,1,1,winter,0,23.993064369542854,74.43829955814643,2.4571791113379646,47.431973449058155,0.0,1012.2339342931593,26.092324450462375
2015-01-01 04:00:00,4,1,1,1,winter,0,21.55867838942153,74.47457086175571,2.2248992127902425,37.24139350300635,0.0,1014.5040274733755,0.0
2015-01-01 05:00:00,5,1,1,1,winter,0,23.54320998205875,58.484039634952374,3.3281499488593056,57.7617324428584,0.0,1010.1400610967917,4.1764954097631515
2015-01-01 06:00:00,6,1,1,1,winter,0,26.553329099606877,81.078734473832,1.5433993399362131,44.370893101583135,4.060573596032159,1012.0621974072162,57.478623224249304
2015-01-01 07:00:00,7,1,1,1,winter,0,27.314524730506438,71.84969208043584,3.2123125520093154,55.1104330339049,0.0,1011.6939163141104,98.45537631866202
2015-01-01 08:00:00,8,1,1,1,winter,0,28.87975922680099,74.69014442699095,3.8160848604924373,37.233344123159846,0.0,1010.0758735417545,135.05258081484496
2015-01-01 09:00:00,9,1,1,1,winter,0,28.911801808650576,71.57518128556002,2.668003710636621,43.67762852492983,1.3176974708892455,1012.2122850861498,198.1349652647202
2015-01-01 10:00:00,10,1,1,1,winter,0,31.785325204563723,73.75491841467857,2.736707057280544,25.103646013699546,0.0,1013.293539689961,352.4158069474404
2015-01-01 11:00:00,11,1,1,1,winter,0,32.162900069766216,82.65758435367073,2.6251532362377508,33.497300530730335,0.0,1012.3469629160898,356.53577529916123
2015-01-01 12:00:00,12,1,1,1,winter,0,31.479157452879594,75.50593747680054,2.1676419817467605,39.712413104503334,0.0,1008.3510344643723,339.6893392813882
2015-01-01 13:00:00,13,1,1,1,winter,0,32.58223919561311,87.72909367289246,1.1931196153147265,26.884040743325293,0.0,1012.7162533283795,434.86500799662497
2015-01-01 14:00:00,14,1,1,1,winter,0,31.291058845430783,78.77449180497362,2.6190048614597923,64.00134300858704,0.0,1013.3023144966634,194.67512802814036
2015-01-01 15:00:00,15,1,1,1,winter,0,28.904303566278987,79.20839790027124,1.9914383146407002,46.67588227992237,0.0,1010.4335838233868,234.79376343249126
2015-01-01 16:00:00,16,1,1,1,winter,0,29.342421556705133,73.7747184296236,1.7939595338143555,42.93625488447594,0.0,1013.022183032651,174.97087001296984
2015-01-01 17:00:00,17,1,1,1,winter,0,26.543356720323942,74.63987754470205,2.334649037848853,42.21259566735607,0.0,1013.9008769467839,83.28855498843548
2015-01-01 18:00:00,18,1,1,1,winter,0,27.454060977374862,81.19473706755939,3.074959623043397,47.92722248681114,0.0,1009.8216548275958,0.0
2015-01-01 19:00:00,19,1,1,1,winter,0,25.045914297110027,82.12320063266874,2.8383085445944283,51.09542026053634,0.0,1009.621646089686,0.0
2015-01-01 20:00:00,20,1,1,1,winter,0,23.67808577955182,76.59853504907908,2.7898822901647717,61.6818509181593,0.0,1011.7055267452811,73.58279321505469
2015-01-01 21:00:00,21,1,1,1,winter,0,22.047271256588672,78.34083840521596,3.0287919768385376,51.323358389826595,0.0,1013.6927788332165,0.0
2015-01-01 22:00:00,22,1,1,1,winter,0,23.53684320329278,74.15991559115345,2.816663431391015,45.15039302896718,0.0,1010.2964111860252,28.662286761691227
2015-01-01 23:00:00,23,1,1,1,winter,0,21.38485610587823,76.31996062797289,3.208409356693269,44.76124062219484,0.0,1013.332859950829,14.01174939369401
2015-01-02 00:00:00,0,2,1,2,winter,0,20.890143601335296,75.52333309822451,3.3655569927291134,53.56925306327879,0.0,1011.5689820837019,0.0
2015-01-02 01:00:00,1,2,1,2,winter,0,21.15194759589981,75.23697779626724,3.2121809625623126,40.18135012237463,0.0,1011.4597621614886,60.603435986743044
2015-01-02 02:00:00,2,2,1,2,winter,0,22.71278099167285,81.01092996624419,1.9366977056523584,38.37642791619133,0.0,1009.3917358182684,0.0
2015-01-02 03:00:00,3,2,1,2,winter,0,23.307135959235183,74.6995760055352,3.157671398169624,45.850026801489214,0.0,1011.6047561185757,0.0
2015-01-02 04:00:00,4,2,1,2,winter,0,24.399416121846212,71.22555315281654,2.1425806435439707,55.424327102742495,0.0,1011.7806110129691,54.998967292068784
2015-01-02 05:00:00,5,2,1,2,winter,0,25.62702696602788,73.3836432058492,1.7300377935732811,38.638005908756426,0.0,1011.2486519228092,13.42696554933506
2015-01-02 06:00:00,6,2,1,2,winter,0,28.974114108975577,73.28229499381975,1.9919619332574854,52.634997258779535,0.0,1009.1858350380505,50.28006095447066
2015-01-02 07:00:00,7,2,1,2,winter,0,27.210534193782088,77.64580312710457,1.7793072674218704,34.910994870552585,0.0,1012.2748299823801,145.75701695960564
